2019-03-02 13:00:40.110592,Camera1,31
2019-03-02 13:00:40.414492,Camera1,33
2019-03-02 13:00:40.696580,Camera1,30
2019-03-02 13:00:40.976398,Camera1,32
2019-03-02 13:00:41.251899,Camera1,29
2019-03-02 13:00:41.530129,Camera1,30
2019-03-02 13:00:41.823165,Camera1,31
2019-03-02 13:00:42.093778,Camera1,33
2019-03-02 13:00:42.389151,Camera1,35
2019-03-02 13:00:42.684324,Camera1,27
2019-03-02 13:00:42.981920,Camera1,30
2019-03-02 13:00:43.271492,Camera1,31
2019-03-02 13:00:43.561396,Camera1,32
2019-03-02 13:00:43.860198,Camera1,32
2019-03-02 13:00:44.147739,Camera1,30
2019-03-02 13:00:44.432258,Camera1,28
2019-03-02 13:00:44.719831,Camera1,32
2019-03-02 13:00:45.003244,Camera1,32
2019-03-02 13:00:45.307500,Camera1,30
2019-03-02 13:00:45.596909,Camera1,32
2019-03-02 13:00:45.910465,Camera1,34
2019-03-02 13:00:46.197327,Camera1,36
2019-03-02 13:00:46.505743,Camera1,33
2019-03-02 13:00:46.813694,Camera1,33
2019-03-02 13:00:47.118211,Camera1,38
2019-03-02 13:00:47.414703,Camera1,34
2019-03-02 13:00:47.720935,Camera1,34
2019-03-02 13:00:48.013525,Camera1,38
2019-03-02 13:00:48.300723,Camera1,35
2019-03-02 13:00:48.588947,Camera1,35
2019-03-02 13:00:48.865479,Camera1,31
2019-03-02 13:00:49.189872,Camera1,33
2019-03-02 13:00:49.537262,Camera1,30
2019-03-02 13:00:49.893891,Camera1,31
2019-03-02 13:00:50.228310,Camera1,35
2019-03-02 13:00:50.544791,Camera1,31
2019-03-02 13:00:50.845101,Camera1,33
2019-03-02 13:00:51.167989,Camera1,34
2019-03-02 13:00:51.470385,Camera1,31
2019-03-02 13:00:51.802925,Camera1,32
2019-03-02 13:00:52.100132,Camera1,32
2019-03-02 13:00:52.477079,Camera1,31
2019-03-02 13:00:52.793837,Camera1,31
2019-03-02 13:00:53.129348,Camera1,33
2019-03-02 13:00:53.429485,Camera1,32
2019-03-02 13:00:53.728394,Camera1,35
2019-03-02 13:00:54.028164,Camera1,36
2019-03-02 13:00:54.315547,Camera1,33
2019-03-02 13:00:54.653794,Camera1,32
2019-03-02 13:00:54.976063,Camera1,34
2019-03-02 13:00:55.304015,Camera1,33
2019-03-02 13:00:55.603014,Camera1,37
2019-03-02 13:00:55.919676,Camera1,36
2019-03-02 13:00:56.219631,Camera1,34
2019-03-02 13:00:56.568195,Camera1,30
2019-03-02 13:00:56.881246,Camera1,31
2019-03-02 13:00:57.201071,Camera1,31
2019-03-02 13:00:57.533668,Camera1,31
2019-03-02 13:00:57.878919,Camera1,28
2019-03-02 13:00:58.183942,Camera1,29
2019-03-02 13:00:58.554930,Camera1,31
2019-03-02 13:00:58.875491,Camera1,31
2019-03-02 13:00:59.226768,Camera1,30
2019-03-02 13:00:59.536026,Camera1,30
2019-03-02 13:00:59.907818,Camera1,30
2019-03-02 13:01:00.216737,Camera1,29
2019-03-02 13:01:00.583667,Camera1,29
2019-03-02 13:01:00.905660,Camera1,31
2019-03-02 13:01:01.219483,Camera1,28
2019-03-02 13:01:01.547755,Camera1,29
2019-03-02 13:01:01.871920,Camera1,31
2019-03-02 13:01:02.176464,Camera1,30
2019-03-02 13:01:02.507127,Camera1,29
2019-03-02 13:01:02.860174,Camera1,31
2019-03-02 13:01:03.208700,Camera1,29
2019-03-02 13:01:03.566790,Camera1,28
2019-03-02 13:01:03.891166,Camera1,32
2019-03-02 13:01:04.193327,Camera1,33
2019-03-02 13:01:04.524800,Camera1,35
2019-03-02 13:01:04.847814,Camera1,38
2019-03-02 13:01:05.208515,Camera1,36
2019-03-02 13:01:05.542403,Camera1,39
2019-03-02 13:01:05.853891,Camera1,36
2019-03-02 13:01:06.184638,Camera1,37
2019-03-02 13:01:06.527607,Camera1,35
2019-03-02 13:01:06.925930,Camera1,33
2019-03-02 13:01:07.241214,Camera1,29
2019-03-02 13:01:07.546474,Camera1,28
2019-03-02 13:01:07.877205,Camera1,28
2019-03-02 13:01:08.211311,Camera1,29
2019-03-02 13:01:08.530323,Camera1,27
2019-03-02 13:01:08.848482,Camera1,32
2019-03-02 13:01:09.163450,Camera1,30
2019-03-02 13:01:09.485110,Camera1,28
2019-03-02 13:01:09.802124,Camera1,32
2019-03-02 13:01:10.101443,Camera1,31
2019-03-02 13:01:10.441213,Camera1,32
2019-03-02 13:01:10.765189,Camera1,32
2019-03-02 13:01:11.078178,Camera1,31
2019-03-02 13:01:11.391534,Camera1,30
2019-03-02 13:01:11.719704,Camera1,28
2019-03-02 13:01:12.040380,Camera1,28
2019-03-02 13:01:12.356682,Camera1,28
2019-03-02 13:01:12.721684,Camera1,29
2019-03-02 13:01:13.088415,Camera1,29
2019-03-02 13:01:13.422680,Camera1,26
2019-03-02 13:01:13.738748,Camera1,26
2019-03-02 13:01:14.062150,Camera1,29
2019-03-02 13:01:14.393180,Camera1,28
2019-03-02 13:01:14.734742,Camera1,26
2019-03-02 13:01:15.049137,Camera1,26
2019-03-02 13:01:15.393612,Camera1,25
2019-03-02 13:01:15.731560,Camera1,27
2019-03-02 13:01:16.046745,Camera1,31
2019-03-02 13:01:16.383463,Camera1,31
2019-03-02 13:01:16.697611,Camera1,31
2019-03-02 13:01:17.037030,Camera1,31
2019-03-02 13:01:17.363154,Camera1,28
2019-03-02 13:01:17.677208,Camera1,31
2019-03-02 13:01:18.015187,Camera1,30
2019-03-02 13:01:18.388062,Camera1,29
2019-03-02 13:01:18.722119,Camera1,28
2019-03-02 13:01:19.049243,Camera1,29
2019-03-02 13:01:19.364205,Camera1,28
2019-03-02 13:01:19.691363,Camera1,30
2019-03-02 13:01:20.037958,Camera1,30
2019-03-02 13:01:20.388346,Camera1,30
